timestamp,symbol,timeframe,direction,confidence_label,confidence_pct,confidence_display,score,patterns,divergences,trend,price,duration_candles,duration_minutes,mtf_ok
2025-11-14 16:31:16,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Shooting Star|Bullish Engulfing,,LATERAL,28397.720526,8,40,True
2025-11-14 16:32:17,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,159.097742,10,30,True
2025-11-14 16:32:17,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,Martillo|Bearish Engulfing,,LATERAL,160.081609,6,30,True
2025-11-14 16:33:37,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,32504.442672,10,30,True
2025-11-14 16:33:37,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,31810.015933,10,50,True
2025-11-14 16:33:58,SOLUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,28674.590329,10,30,True
2025-11-14 16:33:58,SOLUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,25899.504563,10,50,True
2025-11-14 16:34:18,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Bajista,BAJISTA,31502.434747,5,15,True
2025-11-14 16:34:18,ETHUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,BAJISTA,27436.127793,6,30,True
2025-11-14 16:34:38,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,32166.863982,4,12,True
2025-11-14 16:34:38,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,29152.604923,2,10,True
2025-11-14 16:34:58,EURUSD,3m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.097162,7,21,True
2025-11-14 16:34:58,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,1.079582,7,35,True
2025-11-14 16:35:38,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,1.071489,10,30,True
2025-11-14 16:35:38,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,1.072186,9,45,True
2025-11-14 16:35:59,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Bajista,LATERAL,30698.883326,10,30,True
2025-11-14 16:35:59,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Bajista,LATERAL,27395.522152,3,15,True
2025-11-14 16:35:59,ETHUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,29876.611013,10,30,True
2025-11-14 16:35:59,ETHUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,29040.146208,10,50,True
2025-11-14 16:35:59,SOLUSDT,3m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,28018.666652,10,30,True
2025-11-14 16:35:59,SOLUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Alcista,LATERAL,28444.022176,10,50,True
2025-11-14 16:36:39,ETHUSDT,3m,CALL,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,29538.86848,10,30,True
2025-11-14 16:36:39,ETHUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,30972.60349,2,10,True
2025-11-14 16:37:20,SOLUSDT,3m,PUT,ALTA,0.9,ALTA (90%),7,Bearish Engulfing,Divergencia MACD Bajista,BAJISTA,30182.980956,10,30,True
2025-11-14 16:37:20,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,BAJISTA,28671.054,3,15,True
2025-11-14 16:37:40,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,160.086682,10,30,True
2025-11-14 16:37:40,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia RSI Bajista,LATERAL,159.935497,10,50,True
2025-11-14 16:38:00,ETHUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,30874.916381,10,30,True
2025-11-14 16:38:00,ETHUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,30444.897643,4,20,True
2025-11-14 16:38:00,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,Shooting Star,,LATERAL,28911.455934,2,6,True
2025-11-14 16:38:00,SOLUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,29752.919678,1,5,True
2025-11-14 16:39:00,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,26722.616373,10,30,True
2025-11-14 16:39:01,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,28612.821405,4,20,True
2025-11-14 16:39:01,ETHUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,31331.085643,4,12,True
2025-11-14 16:39:01,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,29506.420015,4,20,True
2025-11-14 16:40:01,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,161.220987,10,30,True
2025-11-14 16:40:01,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,159.443202,10,50,True
2025-11-14 16:41:02,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Alcista,LATERAL,31522.093329,5,15,True
2025-11-14 16:41:02,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,32010.888619,4,20,True
2025-11-14 16:41:02,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.088411,10,30,True
2025-11-14 16:41:02,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.072416,10,50,True
2025-11-14 16:41:22,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,161.302305,10,30,True
2025-11-14 16:41:22,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,158.607311,10,50,True
2025-11-14 16:41:42,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,29532.119247,2,6,True
2025-11-14 16:41:42,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,29240.555424,3,15,True
2025-11-14 16:42:43,ETHUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,29204.624842,2,6,True
2025-11-14 16:42:43,ETHUSDT,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,29214.997348,3,15,True
2025-11-14 16:43:03,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),5,,,ALCISTA,161.191269,10,30,True
2025-11-14 16:43:03,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,,ALCISTA,162.157412,3,15,True
2025-11-14 16:43:23,BTCUSDT,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,30414.458573,10,30,True
2025-11-14 16:43:23,BTCUSDT,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,27642.269579,10,50,True
2025-11-14 16:43:23,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Shooting Star|Bullish Engulfing,,LATERAL,158.759799,10,30,True
2025-11-14 16:43:23,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,Shooting Star,,LATERAL,159.852676,10,50,True
2025-11-14 16:43:43,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,ALCISTA,29052.713011,1,3,True
2025-11-14 16:43:43,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,ALCISTA,30800.825503,3,15,True
2025-11-14 16:44:44,BTCUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Martillo|Bearish Engulfing,,LATERAL,28612.793355,1,3,True
2025-11-14 16:44:44,BTCUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,30128.73279,10,50,True
2025-11-14 16:45:24,GBPJPY,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,159.302123,10,30,True
2025-11-14 16:45:24,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,161.569872,9,45,True
2025-11-14 16:46:38,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,158.291056,10,30,True
2025-11-14 16:46:39,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia MACD Alcista,LATERAL,159.938557,10,50,True
2025-11-14 16:49:29,EURUSD,3m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.078844,10,30,True
2025-11-14 16:49:29,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Alcista,LATERAL,1.080815,10,50,True
2025-11-14 16:52:50,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,161.503739,10,30,True
2025-11-14 16:52:50,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Alcista,LATERAL,157.76615,10,50,True
2025-11-14 16:54:03,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,ALCISTA,3237.51,10,30,True
2025-11-14 16:54:04,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3237.25,10,50,True
2025-11-14 16:54:54,GBPJPY,3m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,159.348567,10,30,True
2025-11-14 16:54:55,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,160.532765,10,50,True
2025-11-14 16:56:34,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,160.8636,5,15,True
2025-11-14 16:56:34,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,159.695869,10,50,True
2025-11-14 16:58:16,GBPJPY,3m,PUT,BAJA,0.5,BAJA (50%),3,Martillo|Bearish Engulfing,,LATERAL,157.992106,7,21,True
2025-11-14 16:58:17,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,159.673611,4,20,True
2025-11-14 16:58:38,EURUSD,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,1.087105,10,30,True
2025-11-14 16:58:39,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,1.078734,6,30,True
2025-11-14 17:01:08,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,160.074199,3,9,True
2025-11-14 17:01:09,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,160.368122,3,15,True
2025-11-14 17:01:33,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),5,,Divergencia RSI Bajista,BAJISTA,159.467943,10,30,True
2025-11-14 17:01:33,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,BAJISTA,159.869248,3,15,True
2025-11-14 17:03:34,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3235.33,10,30,True
2025-11-14 17:03:34,ETHUSDT,5m,PUT,ALTA,0.9,ALTA (90%),7,Bullish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3235.32,10,50,True
2025-11-14 17:03:57,EURUSD,3m,CALL,BAJA,0.5,BAJA (50%),3,Martillo|Bearish Engulfing,,LATERAL,1.073275,8,24,True
2025-11-14 17:03:57,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.091434,5,25,True
2025-11-14 17:03:58,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3234.83,10,30,True
2025-11-14 17:03:58,ETHUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,ALCISTA,3234.6,10,50,True
2025-11-14 17:04:22,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3235.09,10,30,True
2025-11-14 17:04:23,ETHUSDT,5m,PUT,ALTA,0.9,ALTA (90%),7,Bullish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3235.58,10,50,True
2025-11-14 17:04:46,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3233.64,10,30,True
2025-11-14 17:04:47,ETHUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,ALCISTA,3233.64,10,50,True
2025-11-14 17:05:11,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3233.45,10,30,True
2025-11-14 17:05:12,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,Divergencia MACD Bajista,ALCISTA,3233.82,10,50,True
2025-11-14 17:05:36,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3234.1,10,30,True
2025-11-14 17:05:37,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,Divergencia MACD Bajista,ALCISTA,3234.1,10,50,True
2025-11-14 17:06:01,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3232.14,10,30,True
2025-11-14 17:06:02,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3232.14,10,50,True
2025-11-14 17:06:24,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.072428,4,12,True
2025-11-14 17:06:25,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,1.080496,10,50,True
2025-11-14 17:06:50,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,ALCISTA,3232.56,10,30,True
2025-11-14 17:06:50,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3232.56,10,50,True
2025-11-14 17:08:05,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,159.790255,6,18,True
2025-11-14 17:08:05,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,160.166777,10,50,True
2025-11-14 17:08:27,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Bajista,ALCISTA,3232.32,10,30,True
2025-11-14 17:08:28,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3231.94,10,50,True
2025-11-14 17:08:51,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,1.082813,10,30,True
2025-11-14 17:08:51,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Martillo|Bearish Engulfing,Divergencia MACD Alcista,LATERAL,1.083832,10,50,True
2025-11-14 17:08:52,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Bajista,ALCISTA,3232.4,10,30,True
2025-11-14 17:08:52,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3232.4,10,50,True
2025-11-14 17:09:15,EURUSD,3m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.079354,10,30,True
2025-11-14 17:09:16,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,1.077864,3,15,True
2025-11-14 17:09:18,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,160.582714,10,30,True
2025-11-14 17:09:18,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,Divergencia MACD Bajista,LATERAL,158.218392,6,30,True
2025-11-14 17:09:40,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.074581,8,24,True
2025-11-14 17:09:40,EURUSD,5m,PUT,BAJA,0.5,BAJA (50%),3,Bullish Engulfing,,LATERAL,1.063364,5,25,True
2025-11-14 17:09:41,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Martillo,Divergencia MACD Bajista,ALCISTA,3233.93,10,30,True
2025-11-14 17:09:41,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Martillo|Bearish Engulfing,Divergencia MACD Bajista,ALCISTA,3233.93,10,50,True
2025-11-14 17:10:30,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.077389,10,30,True
2025-11-14 17:10:30,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Bajista,LATERAL,1.078704,10,50,True
2025-11-14 17:11:43,EURUSD,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.073199,10,30,True
2025-11-14 17:11:43,EURUSD,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,Divergencia MACD Alcista,LATERAL,1.083753,10,50,True
2025-11-14 17:12:55,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,1.07031,10,30,True
2025-11-14 17:12:56,EURUSD,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,1.077074,10,50,True
2025-11-14 17:12:56,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3235.98,10,30,True
2025-11-14 17:12:57,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Shooting Star|Bullish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3235.99,10,50,True
2025-11-14 17:13:45,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3236.09,10,30,True
2025-11-14 17:13:45,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Shooting Star|Bullish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3236.09,10,50,True
2025-11-14 17:14:34,ETHUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),6,Bearish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3236.36,10,30,True
2025-11-14 17:14:34,ETHUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),6,Shooting Star|Bullish Engulfing,Divergencia RSI Bajista|Divergencia MACD Bajista,ALCISTA,3236.36,10,50,True
2025-11-14 17:14:35,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,Divergencia MACD Alcista,LATERAL,158.478948,10,30,True
2025-11-14 17:14:36,GBPJPY,5m,CALL,BAJA,0.5,BAJA (50%),3,,,LATERAL,161.431742,10,50,True
2025-11-14 17:15:13,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,96991.8,10,30,True
2025-11-14 17:15:14,BTCUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,96993.89,10,50,True
2025-11-14 17:16:01,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,96954.0,10,30,True
2025-11-14 17:16:02,BTCUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,96964.99,10,50,True
2025-11-14 17:16:25,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,96993.74,10,30,True
2025-11-14 17:16:26,BTCUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,96993.74,10,50,True
2025-11-14 17:16:29,GBPJPY,3m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,158.477224,3,9,True
2025-11-14 17:16:29,GBPJPY,5m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,160.005649,10,50,True
2025-11-14 17:16:50,BTCUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,96985.34,10,30,True
2025-11-14 17:16:50,BTCUSDT,5m,PUT,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,96985.34,10,50,True
2025-11-14 17:16:54,GBPJPY,3m,PUT,BAJA,0.5,BAJA (50%),3,Bearish Engulfing,,LATERAL,160.545484,6,18,True
2025-11-14 17:16:54,GBPJPY,5m,PUT,MEDIA,0.7,MEDIA (70%),4,Bearish Engulfing,,LATERAL,160.248395,5,25,True
2025-11-14 18:29:58,SOLUSDT,3m,PUT,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,142.2,10,30,True
2025-11-14 18:29:58,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),5,Bullish Engulfing,Divergencia MACD Bajista,LATERAL,142.2,10,50,True
2025-11-14 18:31:11,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,1.082489,4,12,True
2025-11-14 18:31:11,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),6,,Divergencia MACD Alcista,LATERAL,1.07664,10,50,True
2025-11-14 18:33:14,EURUSD,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,1.072609,3,9,True
2025-11-14 18:33:15,EURUSD,5m,CALL,MEDIA,0.7,MEDIA (70%),5,,Divergencia MACD Alcista,LATERAL,1.07541,10,50,True
2025-11-14 18:33:17,GBPJPY,3m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,ALCISTA,160.673117,3,9,True
2025-11-14 18:33:18,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),5,Bearish Engulfing,,ALCISTA,161.087864,5,25,True
2025-11-14 18:34:55,GBPJPY,3m,CALL,BAJA,0.5,BAJA (50%),3,Martillo,,LATERAL,158.58162,5,15,True
2025-11-14 18:34:55,GBPJPY,5m,CALL,MEDIA,0.7,MEDIA (70%),4,Bullish Engulfing,,LATERAL,160.041311,10,50,True
2025-11-14 18:36:08,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.65,10,30,True
2025-11-14 18:36:09,SOLUSDT,5m,PUT,MEDIA,0.7,MEDIA (70%),4,,,LATERAL,141.59,6,30,True
2025-11-14 18:36:34,SOLUSDT,3m,PUT,BAJA,0.5,BAJA (50%),3,,,LATERAL,141.6,10,30,True
